person_id,gender,year_of_birth,person_of_color,education_level,city_of_residence,scholarship_recipient,previous_job_experience,pre_training_wage,training_start_date,training_status,training_end_date,training_type,exit_status,classroom_or_online,job_placement_date,hiring_job_title,hiring_company,starting_wage,second_job_placement_date,second_job_title,second_job_company,second_starting_wage
J-382,Other,2000,yes,Bachelors,St. Paul,yes,Contractor,10.09,22/07/2016,Removed,09/10/2016,IT Fundamentals,Institutionalized,Classroom,13/01/2017,Temp Designer,Bind Benefits,26.74,,,,
C-383,Female,1974,no,Graduate and Beyond,Minneapolis,no,Contractor,12.27,16/06/2016,Withdrew,25/03/2017,IT Fundamentals,Incarcerated,Online,12/05/2017,Junior Designer,Branch Messenger,27.61,,,,
Y-384,Male,1987,no,Associates,Roseville,no,,14.43,11/09/2016,Removed,15/05/2017,QA,Entered Military,Online,19/11/2017,Developer,Great North Labs,28.87,,,,
T-385,Female,1969,yes,Bachelors,Roseville,yes,Temp,10.89,13/03/2015,Graduated,04/12/2015,IT Fundamentals,Entered Military,Online,17/04/2016,Junior Developer,Microsoft,29.24,20/11/2016,Junior Developer,Great North Labs,29.62
S-386,Female,1971,no,Bachelors,Edina,no,Representative,14.78,14/09/2015,Withdrew,14/02/2016,UX,Institutionalized,Online,09/01/2017,Web Developer,Google,30.49,09/01/2018,Junior Developer,Bind Benefits,28.91
M-387,Unreported,1972,no,Graduate and Beyond,Robbinsdale,yes,Contractor,15.51,10/08/2016,Graduated,15/11/2016,QA,Entered Military,Online,01/05/2017,Temp Designer,Microsoft,27.41,,,,
M-388,Other,1995,no,Associates,Brooklyn Center,no,Employee,10.34,16/12/2016,Graduated,15/08/2017,IT Fundamentals,Entered Employment,Online,16/11/2017,Temp Designer,Bite Squad,31.90,,,,
Y-389,Unreported,1984,no,Bachelors,Roseville,yes,Employee,14.20,02/01/2015,Removed,27/07/2015,UX,Institutionalized,Online,18/07/2016,Web Developer,Aftercode,28.69,22/08/2016,Designer,Bright Health,24.37
T-390,Male,1988,unreported,Associates,Eden Prairie,yes,Associate,15.19,19/06/2015,Graduated,26/12/2015,IT Fundamentals,Entered Employment,Online,09/10/2016,Junior Engineer,Branch Messenger,29.78,,,,
M-391,Female,1963,no,HS/GED,Plymouth,yes,Support,13.18,26/06/2015,Removed,01/08/2015,QA,Entered Employment,Classroom,12/07/2016,Temp Designer,Apple,25.48,,,,
P-392,Other,1993,yes,Graduate and Beyond,Robbinsdale,no,Contractor,12.30,25/06/2017,Removed,08/11/2017,QA,Institutionalized,Classroom,01/12/2017,Web Developer,Microsoft,28.98,,,,
P-393,Other,2000,yes,HS/GED,Brooklyn Center,yes,Representative,13.54,19/07/2015,Removed,12/11/2015,QA,Institutionalized,Classroom,18/03/2016,Temp Designer,Osborn 370,28.18,,,,
J-394,Male,1995,no,Some College,Plymouth,yes,,14.45,17/06/2017,Removed,07/03/2018,QA,Health/Medical,Classroom,19/10/2018,Junior Designer,Microsoft,26.82,,,,
Y-395,Other,1971,unreported,Some College,Brooklyn Center,yes,Team Member,11.33,12/09/2015,Removed,20/02/2016,IT Fundamentals,Institutionalized,Online,27/11/2016,Junior Developer,Osborn 370,29.63,,,,
M-396,Female,1957,no,Some College,Brooklyn Center,no,Temp,9.27,31/05/2015,Graduated,08/09/2015,IT Fundamentals,Entered Employment,Online,10/02/2016,Junior Engineer,Nerdery,24.69,,,,
J-397,Other,1955,no,Associates,Minneapolis,yes,Representative,13.84,04/09/2015,Removed,01/06/2016,UX,Enrolled in Additional Training,Online,22/05/2017,Junior Designer,Bind Benefits,26.97,28/06/2018,Junior Designer,Apple,31.53
Y-398,Male,1984,yes,Graduate and Beyond,Roseville,no,Employee,11.60,13/03/2015,Removed,10/11/2015,IT Fundamentals,Entered Military,Classroom,11/04/2016,Junior Designer,Great North Labs,29.92,,,,
Y-399,Female,1988,unreported,Some College,Minneapolis,yes,Associate,13.39,21/01/2015,Removed,10/08/2015,IT Fundamentals,Entered Military,Online,26/02/2016,Designer,Bright Health,31.18,,,,
S-400,Unreported,1988,yes,HS/GED,Brooklyn Center,no,Manager,9.07,29/10/2016,Withdrew,11/07/2017,QA,Institutionalized,Classroom,22/08/2017,Junior Engineer,Merrill Corporation,29.94,,,,
C-401,Unreported,1969,no,HS/GED,Edina,no,Cashier,15.66,03/02/2017,Withdrew,25/09/2017,UX,Entered Employment,Classroom,,,,,,,,
C-402,Unreported,1991,no,Associates,Minneapolis,yes,,12.65,29/07/2015,Removed,03/11/2015,QA,Enrolled in Additional Training,Online,23/07/2016,Temp Developer,Apple,29.91,,,,
J-403,Male,1984,no,Graduate and Beyond,St. Paul,yes,Team Member,11.95,11/11/2016,Graduated,06/06/2017,QA,Entered Military,Online,22/10/2017,Programmer,Bright Health,27.78,,,,
C-404,Unreported,1969,unreported,Graduate and Beyond,Roseville,no,Manager,10.99,26/03/2017,Withdrew,28/09/2017,QA,Entered Employment,Classroom,12/01/2018,IT Support,Upsie,24.25,,,,
P-405,Female,1979,no,HS/GED,Robbinsdale,no,Supervisor,15.34,03/03/2015,Graduated,19/08/2015,IT Fundamentals,Enrolled in Additional Training,Online,04/10/2015,Designer,Upsie,24.87,,,,
S-406,Female,1964,unreported,HS/GED,Minneapolis,yes,Temp,14.02,31/08/2016,Graduated,05/11/2016,QA,Institutionalized,Online,11/12/2016,Project Manager,Osborn 370,30.12,,,,
S-407,Female,1979,no,Associates,Brooklyn Center,no,Associate,9.50,01/06/2016,Graduated,17/09/2016,QA,Entered Employment,Online,10/02/2017,IT Support,Aftercode,24.20,,,,
Y-408,Unreported,1994,unreported,HS/GED,Edina,yes,Temp,13.36,03/03/2017,Withdrew,07/07/2017,IT Fundamentals,Enrolled in Additional Training,Online,27/10/2017,Programmer,Upsie,29.32,,,,
S-409,Male,1950,yes,Bachelors,St. Paul,no,Supervisor,13.29,28/12/2017,Graduated,01/02/2018,UX,Health/Medical,Online,19/05/2018,Programmer,Merrill Corporation,31.74,,,,
M-410,Other,1977,no,Graduate and Beyond,Plymouth,no,Supervisor,9.14,12/01/2017,Graduated,01/05/2017,IT Fundamentals,Health/Medical,Online,24/07/2017,Project Manager,Bind Benefits,26.59,,,,
P-411,Female,1972,no,Bachelors,Roseville,no,Team Member,13.21,22/01/2016,Withdrew,15/08/2016,IT Fundamentals,Entered Military,Online,22/08/2017,Project Manager,Bite Squad,27.43,27/04/2018,Junior Developer,Bite Squad,31.79
T-412,Male,2001,yes,Graduate and Beyond,Plymouth,no,Associate,13.25,07/04/2016,Graduated,02/06/2016,QA,Incarcerated,Online,22/04/2017,Junior Designer,Branch Messenger,29.89,,,,
T-413,Male,1983,no,HS/GED,Eden Prairie,no,Temp,10.37,07/09/2015,Removed,04/04/2016,IT Fundamentals,Incarcerated,Online,06/10/2016,Web Developer,Code 42,31.46,,,,
J-414,Female,1960,yes,Some College,Robbinsdale,yes,Support,14.66,06/12/2015,Withdrew,19/02/2016,IT Fundamentals,Institutionalized,Classroom,26/04/2016,Programmer,Great North Labs,29.50,,,,
M-415,Female,1993,unreported,Bachelors,Brooklyn Center,yes,Team Member,11.27,03/02/2017,Removed,17/09/2017,IT Fundamentals,Incarcerated,Classroom,20/02/2018,Web Developer,Code 42,29.49,17/10/2018,Temp Designer,Aftercode,27.44
C-416,Unreported,1976,yes,Some College,St. Paul,no,Supervisor,14.45,19/11/2017,Withdrew,22/05/2018,QA,Health/Medical,Classroom,04/05/2019,Junior Engineer,Apple,26.89,15/01/2020,Designer,Code 42,27.75
T-417,Unreported,1959,unreported,Associates,St. Paul,yes,Manager,13.63,10/09/2017,Removed,22/12/2017,IT Fundamentals,Health/Medical,Online,26/04/2018,Junior Developer,Google,31.07,,,,
S-418,Male,1971,yes,Graduate and Beyond,St. Paul,no,Contractor,13.38,12/08/2016,Graduated,04/12/2016,IT Fundamentals,Enrolled in Additional Training,Classroom,19/03/2017,Programmer,Loup Ventures,28.33,,,,
C-419,Male,1960,no,Bachelors,Plymouth,yes,Temp,13.75,10/02/2016,Graduated,24/07/2016,UX,Entered Military,Online,25/08/2017,Web Developer,Apple,28.82,09/01/2018,Junior Designer,Branch Messenger,30.62
M-420,Unreported,1954,yes,Some College,Robbinsdale,no,Associate,13.93,10/06/2015,Removed,24/03/2016,IT Fundamentals,Institutionalized,Classroom,03/05/2016,Junior Designer,Foodsby,28.70,05/07/2016,Junior Developer,Bite Squad,29.66
J-421,Unreported,1969,no,Graduate and Beyond,St. Paul,yes,Associate,15.09,24/08/2017,Withdrew,10/01/2018,UX,Enrolled in Additional Training,Classroom,10/11/2018,IT Support,Bind Benefits,26.34,,,,
M-422,Unreported,1960,yes,Bachelors,Robbinsdale,no,Employee,12.59,07/03/2015,Withdrew,08/07/2015,UX,Entered Employment,Classroom,26/08/2016,IT Support,Bind Benefits,28.08,,,,
C-423,Unreported,1971,unreported,Bachelors,Brooklyn Center,no,Employee,14.27,21/06/2015,Withdrew,15/01/2016,UX,Incarcerated,Classroom,24/05/2016,Developer,Apple,27.96,,,,
C-424,Male,2000,unreported,HS/GED,Minneapolis,no,Cashier,11.22,02/11/2017,Graduated,13/02/2018,QA,Incarcerated,Online,,,,,,,,
Y-425,Other,1993,yes,Some College,Plymouth,no,Temp,9.57,25/07/2015,Withdrew,17/09/2015,UX,Enrolled in Additional Training,Classroom,17/02/2016,IT Support,Apple,29.18,04/04/2016,Project Manager,Osborn 370,27.77
P-426,Unreported,1980,unreported,Bachelors,Minneapolis,yes,Associate,10.16,25/05/2015,Withdrew,09/11/2015,IT Fundamentals,Entered Employment,Online,11/07/2016,Developer,Microsoft,25.02,,,,
P-427,Male,1950,unreported,Some College,St. Paul,no,Support,13.86,03/06/2015,Withdrew,12/02/2016,IT Fundamentals,Entered Employment,Classroom,15/09/2016,Developer,Nerdery,27.09,28/09/2017,IT Support,Bind Benefits,24.81
S-428,Female,1950,no,Associates,Eden Prairie,no,Temp,14.38,30/04/2015,Graduated,23/01/2016,IT Fundamentals,Institutionalized,Classroom,03/01/2017,Project Manager,Great North Labs,25.77,,,,
J-429,Unreported,1989,unreported,HS/GED,Roseville,no,Cashier,10.48,01/05/2017,Graduated,14/02/2018,QA,Health/Medical,Classroom,14/01/2019,Programmer,Foodsby,28.52,,,,
M-430,Male,1968,yes,HS/GED,Eden Prairie,no,Support,13.40,22/07/2016,Withdrew,10/09/2016,QA,Entered Employment,Classroom,21/12/2016,Junior Designer,Bright Health,26.31,,,,
J-431,Female,1983,no,Graduate and Beyond,Minneapolis,no,Representative,11.66,19/12/2016,Withdrew,01/04/2017,UX,Entered Military,Classroom,14/02/2018,Junior Engineer,Loup Ventures,27.17,,,,
M-432,Unreported,1950,unreported,Graduate and Beyond,Plymouth,no,Team Member,14.51,10/05/2017,Withdrew,16/09/2017,UX,Health/Medical,Classroom,26/12/2017,Programmer,Apple,27.16,11/11/2018,Project Manager,Bright Health,25.99
P-433,Unreported,1970,unreported,Associates,Eden Prairie,no,Employee,13.20,18/12/2017,Removed,02/06/2018,IT Fundamentals,Enrolled in Additional Training,Classroom,28/04/2019,Programmer,Google,28.70,,,,
S-434,Female,1996,no,Graduate and Beyond,Edina,no,Contractor,10.00,11/01/2015,Removed,09/03/2015,UX,Entered Military,Classroom,12/08/2015,Project Manager,Branch Messenger,31.26,,,,
P-435,Male,1957,yes,Associates,Minneapolis,yes,Support,9.08,05/12/2017,Graduated,05/08/2018,QA,Institutionalized,Online,22/04/2019,Designer,Branch Messenger,26.06,,,,
M-436,Female,1950,yes,Associates,Minneapolis,yes,,14.63,24/12/2015,Withdrew,10/02/2016,QA,Health/Medical,Classroom,01/10/2016,Junior Designer,Google,27.90,,,,
Y-437,Other,1956,yes,Associates,Robbinsdale,yes,Support,9.83,13/08/2015,Removed,10/11/2015,UX,Entered Employment,Classroom,01/05/2016,Temp Designer,Code 42,26.98,,,,
M-438,Male,1954,yes,HS/GED,Edina,yes,,13.74,20/12/2016,Withdrew,24/06/2017,UX,Enrolled in Additional Training,Classroom,16/02/2018,Programmer,Nerdery,30.85,,,,
J-439,Female,1955,unreported,HS/GED,Edina,yes,Cashier,11.84,08/12/2017,Removed,11/04/2018,UX,Health/Medical,Online,11/09/2018,Designer,Loup Ventures,31.12,28/06/2019,Junior Designer,Bright Health,30.87
Y-440,Other,1993,yes,HS/GED,Edina,no,Representative,9.12,07/07/2016,Removed,15/03/2017,IT Fundamentals,Institutionalized,Online,10/01/2018,Junior Developer,Aftercode,27.77,,,,
C-441,Female,1975,yes,HS/GED,Roseville,no,Supervisor,12.39,25/02/2016,Removed,13/09/2016,UX,Entered Employment,Classroom,26/06/2017,Junior Designer,Merrill Corporation,25.47,12/02/2018,Temp Developer,Microsoft,25.87
S-442,Other,1988,no,HS/GED,St. Paul,yes,Contractor,15.01,20/05/2016,Graduated,23/10/2016,QA,Entered Military,Online,09/12/2016,Junior Developer,Nerdery,28.77,,,,
T-443,Female,1989,unreported,Associates,Brooklyn Center,no,,12.17,30/01/2016,Withdrew,04/06/2016,IT Fundamentals,Entered Military,Online,24/10/2016,IT Support,Merrill Corporation,24.61,,,,
J-444,Female,1969,no,Graduate and Beyond,Plymouth,no,Cashier,12.83,22/01/2015,Removed,09/09/2015,QA,Institutionalized,Classroom,04/11/2015,Programmer,Nerdery,31.31,10/02/2016,Programmer,Upsie,26.85
J-445,Female,1968,no,Associates,Robbinsdale,no,Contractor,13.64,19/05/2016,Removed,24/08/2016,UX,Health/Medical,Classroom,25/11/2016,Programmer,Osborn 370,25.41,,,,
Y-446,Other,1994,yes,Bachelors,Plymouth,yes,Employee,9.65,03/02/2015,Withdrew,04/08/2015,QA,Enrolled in Additional Training,Classroom,18/12/2015,Developer,Google,26.96,,,,
M-447,Other,1989,unreported,Bachelors,Eden Prairie,yes,Manager,12.06,20/04/2016,Graduated,13/12/2016,QA,Institutionalized,Online,11/07/2017,Junior Designer,Aftercode,24.69,,,,
P-448,Unreported,1986,unreported,Graduate and Beyond,Roseville,no,Team Member,14.58,13/05/2016,Withdrew,23/02/2017,IT Fundamentals,Enrolled in Additional Training,Classroom,26/07/2017,Programmer,Osborn 370,24.17,,,,
S-449,Other,1990,yes,HS/GED,Brooklyn Center,yes,Team Member,10.36,11/10/2017,Withdrew,15/12/2017,UX,Incarcerated,Classroom,19/08/2018,Project Manager,Nerdery,24.96,,,,
Y-450,Unreported,1988,no,Graduate and Beyond,Brooklyn Center,no,Manager,14.43,30/04/2015,Removed,08/08/2015,QA,Incarcerated,Classroom,19/02/2016,Junior Designer,Bright Health,29.33,07/05/2016,Project Manager,Apple,29.83
T-451,Other,1954,unreported,Graduate and Beyond,Brooklyn Center,no,Contractor,11.39,08/09/2015,Withdrew,22/02/2016,UX,Incarcerated,Classroom,20/08/2016,Web Developer,Bite Squad,24.91,,,,
S-452,Unreported,1998,yes,Bachelors,St. Paul,yes,Temp,15.24,22/05/2015,Removed,05/02/2016,IT Fundamentals,Incarcerated,Online,25/03/2016,Web Developer,Nerdery,28.13,,,,
M-453,Other,1952,no,HS/GED,Roseville,yes,Support,13.49,15/09/2016,Withdrew,17/06/2017,IT Fundamentals,Entered Military,Classroom,12/12/2017,Designer,Bright Health,26.64,24/12/2018,Temp Developer,Foodsby,25.20
M-454,Female,1961,unreported,Associates,Edina,yes,Supervisor,11.65,23/05/2016,Removed,11/09/2016,UX,Institutionalized,Online,23/01/2017,IT Support,Nerdery,27.03,,,,
Y-455,Male,1973,yes,Bachelors,Brooklyn Center,no,,9.87,23/11/2017,Removed,04/08/2018,QA,Enrolled in Additional Training,Classroom,19/05/2019,Temp Developer,Branch Messenger,30.11,04/07/2019,IT Support,Great North Labs,28.52
S-456,Unreported,1989,no,Bachelors,Plymouth,yes,Support,10.77,26/10/2015,Withdrew,21/03/2016,UX,Institutionalized,Online,06/04/2016,Temp Designer,Nerdery,24.67,18/04/2017,Junior Engineer,Nerdery,26.79
C-457,Female,1952,unreported,HS/GED,Minneapolis,no,Team Member,12.70,09/04/2016,Graduated,07/12/2016,QA,Entered Employment,Online,10/05/2017,Junior Developer,Bind Benefits,28.45,,,,
Y-458,Other,1962,unreported,Associates,St. Paul,yes,Support,13.69,20/07/2015,Withdrew,16/11/2015,QA,Health/Medical,Online,04/03/2016,Project Manager,Bind Benefits,26.99,,,,
S-459,Male,1962,unreported,HS/GED,St. Paul,no,Manager,13.51,30/12/2015,Removed,19/07/2016,UX,Incarcerated,Online,01/01/2017,Web Developer,Microsoft,29.62,,,,
J-460,Unreported,1982,unreported,Associates,Robbinsdale,no,,11.34,08/06/2016,Removed,10/03/2017,QA,Health/Medical,Online,06/11/2017,Designer,Nerdery,28.15,,,,
J-461,Male,1996,no,HS/GED,Minneapolis,no,Representative,11.74,27/05/2015,Graduated,11/07/2015,IT Fundamentals,Enrolled in Additional Training,Online,15/03/2016,Temp Developer,Upsie,31.40,,,,
J-462,Unreported,1979,yes,Associates,Plymouth,no,Cashier,11.20,22/04/2016,Removed,26/08/2016,IT Fundamentals,Entered Military,Online,27/01/2017,Project Manager,Loup Ventures,26.91,,,,
J-463,Other,1957,yes,HS/GED,Eden Prairie,yes,Manager,13.78,08/11/2016,Removed,11/04/2017,QA,Incarcerated,Classroom,13/11/2017,Project Manager,Aftercode,26.08,,,,
T-464,Other,1966,no,Bachelors,Edina,no,Employee,10.80,19/04/2017,Graduated,06/10/2017,UX,Incarcerated,Classroom,,,,,,,,
S-465,Unreported,1971,yes,Some College,Plymouth,yes,Support,14.85,04/01/2016,Graduated,09/04/2016,QA,Incarcerated,Classroom,26/09/2016,Web Developer,Osborn 370,30.19,07/09/2017,Web Developer,Great North Labs,25.83
M-466,Other,1965,unreported,Some College,Minneapolis,no,Associate,15.67,29/10/2017,Removed,14/07/2018,UX,Institutionalized,Classroom,04/03/2019,Project Manager,Google,26.15,22/03/2020,Temp Developer,Bind Benefits,25.91
Y-467,Other,1972,unreported,Some College,Minneapolis,yes,Employee,11.49,31/10/2015,Removed,22/12/2015,IT Fundamentals,Entered Employment,Classroom,27/09/2016,IT Support,Upsie,27.74,,,,
T-468,Unreported,1988,unreported,HS/GED,St. Paul,yes,Associate,10.36,20/03/2017,Withdrew,05/10/2017,QA,Incarcerated,Online,11/12/2017,Designer,Upsie,24.78,,,,
P-469,Female,1962,no,Bachelors,Plymouth,no,Manager,12.98,02/11/2015,Withdrew,02/08/2016,UX,Entered Employment,Online,04/09/2016,Junior Designer,Upsie,24.67,,,,
C-470,Male,1960,no,Some College,Roseville,yes,Temp,13.62,28/11/2017,Withdrew,13/05/2018,UX,Incarcerated,Online,08/09/2018,Junior Engineer,Osborn 370,29.53,,,,
T-471,Male,1982,yes,Some College,Brooklyn Center,no,Supervisor,14.69,11/10/2015,Withdrew,22/04/2016,IT Fundamentals,Entered Military,Classroom,09/06/2016,Temp Designer,Code 42,31.41,03/08/2016,Designer,Microsoft,26.91
S-472,Unreported,1988,unreported,HS/GED,Brooklyn Center,yes,Employee,11.37,24/09/2017,Removed,27/12/2017,IT Fundamentals,Health/Medical,Online,04/02/2018,Developer,Foodsby,26.30,,,,
M-473,Other,1979,no,Graduate and Beyond,Edina,yes,Manager,14.04,05/08/2015,Graduated,03/10/2015,QA,Entered Employment,Online,17/03/2016,Web Developer,Merrill Corporation,31.08,,,,
T-474,Female,1958,yes,Some College,Edina,yes,Manager,11.50,07/12/2016,Removed,20/05/2017,QA,Incarcerated,Online,09/03/2018,Junior Developer,Google,26.33,,,,
M-475,Unreported,1992,unreported,Graduate and Beyond,St. Paul,no,Supervisor,15.55,17/12/2017,Withdrew,11/06/2018,QA,Incarcerated,Online,25/05/2019,Temp Designer,Code 42,25.90,,,,
P-476,Female,1965,unreported,HS/GED,Brooklyn Center,yes,Temp,13.53,06/01/2016,Withdrew,27/10/2016,QA,Entered Military,Classroom,01/02/2017,Temp Designer,Loup Ventures,27.52,,,,
S-477,Female,1998,unreported,Associates,Roseville,yes,,9.18,24/03/2016,Graduated,03/08/2016,QA,Entered Military,Classroom,13/03/2017,Designer,Branch Messenger,30.42,05/04/2017,Junior Designer,Loup Ventures,31.94
J-478,Female,1977,yes,Bachelors,Plymouth,no,Support,15.80,20/06/2016,Removed,08/02/2017,IT Fundamentals,Enrolled in Additional Training,Classroom,06/06/2017,Programmer,Branch Messenger,31.19,,,,
M-479,Unreported,2000,yes,Bachelors,Plymouth,yes,Employee,10.54,01/05/2017,Graduated,14/01/2018,UX,Institutionalized,Classroom,19/02/2018,Project Manager,Code 42,29.30,18/10/2018,IT Support,Apple,28.94
T-480,Female,1988,no,Associates,Roseville,yes,Supervisor,11.05,26/11/2015,Graduated,24/07/2016,QA,Health/Medical,Online,21/06/2017,IT Support,Bind Benefits,24.96,,,,
S-481,Female,1981,yes,Associates,Plymouth,yes,Support,15.06,19/11/2017,Graduated,14/07/2018,UX,Enrolled in Additional Training,Classroom,14/06/2019,Junior Designer,Apple,31.19,,,,
C-482,Unreported,1993,no,Bachelors,Minneapolis,no,Manager,15.67,18/02/2017,Withdrew,17/09/2017,IT Fundamentals,Entered Employment,Online,,,,,,,,
S-483,Unreported,1952,yes,Bachelors,St. Paul,yes,Team Member,10.78,13/12/2015,Removed,20/05/2016,UX,Health/Medical,Online,15/10/2016,Designer,Branch Messenger,25.17,,,,
T-484,Female,1982,yes,Graduate and Beyond,Edina,yes,Employee,11.23,17/08/2016,Withdrew,09/11/2016,IT Fundamentals,Entered Military,Online,20/12/2016,Junior Developer,Aftercode,27.11,,,,
P-485,Other,1982,unreported,Bachelors,Edina,no,Supervisor,13.56,22/07/2015,Removed,03/12/2015,QA,Entered Employment,Online,01/12/2016,Temp Designer,Bright Health,30.23,,,,
P-486,Male,1960,unreported,Graduate and Beyond,Eden Prairie,yes,,14.43,15/10/2016,Withdrew,12/01/2017,IT Fundamentals,Enrolled in Additional Training,Online,04/05/2017,Web Developer,Google,24.13,,,,
C-487,Unreported,1952,no,Graduate and Beyond,Minneapolis,no,Manager,14.69,28/06/2017,Withdrew,20/10/2017,QA,Institutionalized,Online,18/11/2017,Developer,Osborn 370,26.63,10/03/2018,IT Support,Upsie,24.43
S-488,Unreported,1993,yes,Bachelors,Robbinsdale,no,Manager,13.34,06/07/2016,Removed,04/04/2017,UX,Institutionalized,Classroom,04/01/2018,Temp Developer,Osborn 370,25.60,,,,
P-489,Female,1972,no,Associates,Minneapolis,no,Temp,15.38,23/11/2016,Graduated,18/05/2017,QA,Entered Employment,Classroom,25/02/2018,IT Support,Bright Health,31.04,,,,
C-490,Unreported,1984,no,Graduate and Beyond,Minneapolis,yes,Representative,14.59,11/06/2017,Graduated,10/09/2017,IT Fundamentals,Institutionalized,Online,07/03/2018,Web Developer,Bind Benefits,29.52,05/01/2019,Web Developer,Aftercode,31.93
M-491,Other,1981,yes,Bachelors,Brooklyn Center,yes,Contractor,15.43,02/02/2017,Graduated,16/10/2017,UX,Enrolled in Additional Training,Classroom,14/09/2018,Junior Developer,Osborn 370,27.20,,,,
Y-492,Unreported,1993,yes,Bachelors,St. Paul,yes,Support,15.73,15/09/2017,Withdrew,22/01/2018,QA,Institutionalized,Classroom,17/05/2018,Temp Designer,Microsoft,24.93,,,,
